START,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,END
{,NSL,Nuveen Senior Income Fund,5.9,$227.81M,1999,n/a,n/a,}
{,JSD,Nuveen Short Duration Credit Opportunities Fund,15.9,$160.52M,2011,n/a,n/a,}
{,NBB,Nuveen Taxable Municipal Income Fund,20.81,$550.67M,2010,n/a,n/a,}
{,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.11,$233.34M,n/a,n/a,n/a,}
{,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.84,$163.99M,2004,n/a,n/a,}
{,NTX,Nuveen Texas Quality Municipal Income Fund,13.59,$135.34M,1991,n/a,n/a,}
{,NPV,Nuveen Virginia Quality Municipal Income Fund,12.95,$232.24M,1993,n/a,n/a,}
{,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.15,$172.23M,2013,n/a,n/a,}
{,JMT,Nuven Mortgage Opportunity Term Fund 2,22.47,$109.46M,n/a,n/a,n/a,}
{,NVT,nVent Electric plc,26.02,$4.54B,2018,Technology,Industrial Machinery/Components,}
{,NVR,"NVR, Inc.",3290.79,$11.82B,n/a,Capital Goods,Homebuilding,}
{,OAK,"Oaktree Capital Group, LLC",49.6,$7.78B,2012,Finance,Investment Managers,}
{,OAK^A,"Oaktree Capital Group, LLC",25.65,n/a,n/a,n/a,n/a,}
{,OAK^B,"Oaktree Capital Group, LLC",25.43,n/a,n/a,n/a,n/a,}
{,OSLE,Oaktree Specialty Lending Corporation,25.25,n/a,n/a,n/a,n/a,}
{,OMP,Oasis Midstream Partners LP,20.65,$697.87M,2017,Energy,Oil & Gas Production,}
{,OAS,Oasis Petroleum Inc.,5.28,$1.7B,2010,Energy,Oil & Gas Production,}
{,OBE,Obsidian Energy Ltd.,0.3276,$167.36M,n/a,Energy,Oil & Gas Production,}
{,OXY,Occidental Petroleum Corporation,54.97,$41.12B,n/a,Energy,Oil & Gas Production,}
{,OII,"Oceaneering International, Inc.",18.71,$1.85B,n/a,Energy,Oilfield Services/Equipment,}
{,OZM,Och-Ziff Capital Management Group LLC,17.51,$360.53M,2007,Finance,Investment Managers,}
{,OCN,Ocwen Financial Corporation,1.87,$251.4M,n/a,Finance,Finance: Consumer Services,}
{,OFG,OFG Bancorp,20.13,$1.03B,n/a,Finance,Major Banks,}
{,OFG^A,OFG Bancorp,25.2725,n/a,n/a,Finance,Major Banks,}
{,OFG^B,OFG Bancorp,25.041,n/a,n/a,n/a,n/a,}
{,OFG^D,OFG Bancorp,25.4201,n/a,n/a,n/a,n/a,}
{,OGE,OGE Energy Corp,41.52,$8.31B,n/a,Public Utilities,Electric Utilities: Central,}
{,OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,}
{,OIS,"Oil States International, Inc.",18.18,$1.1B,2001,Energy,Metal Fabrications,}
{,ODC,Oil-Dri Corporation Of America,31.45,$237.86M,n/a,Consumer Durables,Miscellaneous manufacturing industries,}
{,ORI,Old Republic International Corporation,22.32,$6.76B,n/a,Finance,Property-Casualty Insurers,}
{,OLN,Olin Corporation,21.23,$3.5B,n/a,Basic Industries,Major Chemicals,}
{,OHI,"Omega Healthcare Investors, Inc.",36.95,$7.65B,1992,Consumer Services,Real Estate Investment Trusts,}
{,OMC,Omnicom Group Inc.,79.55,$17.51B,n/a,Technology,Advertising,}
{,OMN,OMNOVA Solutions Inc.,7.4,$331.85M,n/a,Basic Industries,Specialty Chemicals,}
{,ONDK,"On Deck Capital, Inc.",4.9,$372M,2014,Finance,Finance: Consumer Services,}
{,OGS,"ONE Gas, Inc.",87.58,$4.61B,2014,Public Utilities,Oil/Gas Transmission,}
{,OLP,"One Liberty Properties, Inc.",29.28,$576.38M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,OMAD,One Madison Corporation,10.2,$420.75M,2018,Capital Goods,Containers/Packaging,}
{,OMAD.U,One Madison Corporation,n/a,n/a,2018,n/a,n/a,}
{,OMAD.WS,One Madison Corporation,n/a,n/a,n/a,n/a,n/a,}
{,OMF,"OneMain Holdings, Inc.",33.93,$4.62B,2013,Finance,Finance: Consumer Services,}
{,OKE,"ONEOK, Inc.",67.22,$27.75B,n/a,Public Utilities,Oil & Gas Production,}
{,ONE,OneSmart International Education Group Limited,8.03,$1.3B,2018,Consumer Services,Other Consumer Services,}
{,OOMA,"Ooma, Inc.",13.77,$284.01M,2015,Technology,EDP Services,}
{,OPY,"Oppenheimer Holdings, Inc.",26.38,$343.55M,n/a,Finance,Investment Bankers/Brokers/Service,}
{,ORCL,Oracle Corporation,54.65,$186.77B,1986,Technology,Computer Software: Prepackaged Software,}
{,ORAN,Orange,15.47,$41.03B,n/a,Public Utilities,Telecommunications Equipment,}
{,ORC,"Orchid Island Capital, Inc.",6.44,$330.82M,2013,Consumer Services,Real Estate Investment Trusts,}
{,OEC,Orion Engineered Carbons S.A,20.05,$1.19B,2014,Basic Industries,Major Chemicals,}
{,ORN,"Orion Group Holdings, Inc.",2.56,$73.6M,n/a,Basic Industries,Military/Government/Technical,}
{,IX,Orix Corp Ads,72.34,$18.52B,n/a,Finance,Diversified Financial Services,}
{,ORA,"Ormat Technologies, Inc.",61.52,$3.12B,2004,Public Utilities,Electric Utilities: Central,}
{,OSK,Oshkosh Corporation,78.03,$5.46B,n/a,Capital Goods,Auto Manufacturing,}
{,OR,Osisko Gold Royalties Ltd,9.78,$1.52B,2016,Basic Industries,Precious Metals,}
{,OUT,OUTFRONT Media Inc.,25.03,$3.55B,2014,Consumer Services,Real Estate Investment Trusts,}
{,OSG,"Overseas Shipholding Group, Inc.",1.83,$156.09M,2015,Transportation,Marine Transportation,}
{,OMI,"Owens & Minor, Inc.",4.04,$254.26M,n/a,Health Care,Medical Specialities,}
{,OC,Owens Corning Inc,50.3,$5.46B,n/a,Capital Goods,Industrial Machinery/Components,}
{,OI,"Owens-Illinois, Inc.",17.36,$2.69B,n/a,Consumer Durables,Containers/Packaging,}
{,OXM,"Oxford Industries, Inc.",77.34,$1.32B,n/a,Consumer Non-Durables,Apparel,}
{,ROYT,Pacific Coast Oil Trust,2.18,$84.11M,2012,Energy,Oil & Gas Production,}
{,PACD,Pacific Drilling S.A.,14.91,$1.12B,2018,Energy,Oil & Gas Production,}
{,PCG,Pacific Gas & Electric Co.,18.6,$9.84B,n/a,Public Utilities,Power Generation,}
{,PKG,Packaging Corporation of America,97.9,$9.25B,2000,Consumer Durables,Containers/Packaging,}
{,PD,"PagerDuty, Inc.",51.82,$3.81B,2019,Technology,Computer Software: Prepackaged Software,}
{,PAGS,PagSeguro Digital Ltd.,27.51,$4.46B,2018,Technology,EDP Services,}
{,PANW,"Palo Alto Networks, Inc.",234.95,$22.3B,2012,Technology,Computer peripheral equipment,}
{,PAM,Pampa Energia S.A.,23.19,$1.74B,n/a,Public Utilities,Electric Utilities: Central,}
{,PHX,Panhandle Royalty Company,14.61,$243.79M,n/a,Energy,Oil & Gas Production,}
{,PARR,"Par Pacific Holdings, Inc.",21.13,$1.04B,n/a,Energy,Oil & Gas Production,}
{,PAR,PAR Technology Corporation,25.11,$408.1M,n/a,Miscellaneous,Office Equipment/Supplies/Services,}
{,PGRE,"Paramount Group, Inc.",14.49,$3.4B,2014,Consumer Services,Real Estate Investment Trusts,}
{,PKE,Park Electrochemical Corporation,16.26,$329.74M,n/a,Technology,Electrical Products,}
{,PK,Park Hotels & Resorts Inc.,30.75,$6.2B,2016,Consumer Services,Hotels/Resorts,}
{,PKD,Parker Drilling Company,22,$330.98M,2019,Energy,Oil & Gas Production,}
{,PH,Parker-Hannifin Corporation,173.62,$22.27B,n/a,Capital Goods,Metal Fabrications,}
{,PE,"Parsley Energy, Inc.",20.63,$6.53B,2014,Energy,Oil & Gas Production,}
{,PSN,Parsons Corporation,31.01,n/a,2019,n/a,n/a,}
{,PRE^F,PartnerRe Ltd.,25.46,n/a,n/a,n/a,n/a,}
{,PRE^G,PartnerRe Ltd.,26.56,n/a,n/a,n/a,n/a,}
{,PRE^H,PartnerRe Ltd.,26.94,n/a,n/a,n/a,n/a,}
{,PRE^I,PartnerRe Ltd.,25.85,n/a,n/a,n/a,n/a,}
{,PRTY,Party City Holdco Inc.,8.07,$756.89M,2015,Consumer Services,Other Specialty Stores,}
{,PAYC,"Paycom Software, Inc.",208.39,$12.19B,2014,Technology,Computer Software: Prepackaged Software,}
{,PBF,PBF Energy Inc.,30.34,$3.64B,2012,Energy,Integrated oil Companies,}
{,PBFX,PBF Logistics LP,20.67,$1.28B,2014,Energy,Natural Gas Distribution,}
{,BTU,Peabody Energy Corporation,29.6,$3.17B,2017,Energy,Coal Mining,}
{,PSO,"Pearson, Plc",10.48,$8.19B,n/a,Consumer Services,Books,}
{,PEB,Pebblebrook Hotel Trust,31.8,$4.15B,2009,Consumer Services,Real Estate Investment Trusts,}
{,PEB^C,Pebblebrook Hotel Trust,25.17,n/a,n/a,n/a,n/a,}
{,PEB^D,Pebblebrook Hotel Trust,25.88,n/a,n/a,n/a,n/a,}
{,PEB^E,Pebblebrook Hotel Trust,24.99,n/a,n/a,n/a,n/a,}
{,PEB^F,Pebblebrook Hotel Trust,25.26,n/a,n/a,n/a,n/a,}
{,PBA,Pembina Pipeline Corp.,35.51,$18.12B,n/a,Energy,Oil & Gas Production,}
{,PEI,Pennsylvania Real Estate Investment Trust,7.45,$576.51M,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PEI^B,Pennsylvania Real Estate Investment Trust,23.375,n/a,n/a,n/a,n/a,}
{,PEI^C,Pennsylvania Real Estate Investment Trust,22.7163,n/a,n/a,n/a,n/a,}
{,PEI^D,Pennsylvania Real Estate Investment Trust,22.47,n/a,n/a,n/a,n/a,}
{,PFSI,"PennyMac Financial Services, Inc.",23.01,$1.8B,2013,Finance,Finance: Consumer Services,}
{,PMT,PennyMac Mortgage Investment Trust,21.02,$1.61B,2009,Consumer Services,Real Estate Investment Trusts,}
{,PMT^A,PennyMac Mortgage Investment Trust,25.75,n/a,n/a,n/a,n/a,}
{,PMT^B,PennyMac Mortgage Investment Trust,25.6,n/a,n/a,n/a,n/a,}
{,PAG,"Penske Automotive Group, Inc.",45.97,$3.85B,n/a,Consumer Durables,Automotive Aftermarket,}
{,PNR,Pentair plc.,37.97,$6.53B,n/a,Technology,Industrial Machinery/Components,}
{,PEN,"Penumbra, Inc.",131.03,$4.55B,2015,Health Care,Medical/Dental Instruments,}
{,PFGC,Performance Food Group Company,39.22,$4.13B,2015,Consumer Non-Durables,Food Distributors,}
{,PKI,"PerkinElmer, Inc.",92.41,$10.25B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,}
{,PBT,Permian Basin Royalty Trust,6.65,$309.95M,n/a,Energy,Oil & Gas Production,}
{,PVL,Permianville Royalty Trust,3.2,$105.6M,2011,Energy,Oil & Gas Production,}
{,PRT,PermRock Royalty Trust,8.58,$104.38M,2018,Energy,Oil & Gas Production,}
{,PRGO,Perrigo Company,52,$7.07B,n/a,Health Care,Major Pharmaceuticals,}
{,PRSP,Perspecta Inc.,23.16,$3.79B,1998,Technology,EDP Services,}
{,PTR,PetroChina Company Limited,58.94,$107.87B,n/a,Energy,Oil & Gas Production,}
{,PBR,Petroleo Brasileiro S.A.- Petrobras,14.81,$96.59B,n/a,Energy,Oil & Gas Production,}
{,PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,n/a,n/a,n/a,}
{,PFE,"Pfizer, Inc.",40.72,$226.4B,n/a,Health Care,Major Pharmaceuticals,}
{,GHY,"PGIM Global High Yield Fund, Inc.",14.05,$574.98M,2012,n/a,n/a,}
{,ISD,"PGIM High Yield Bond Fund, Inc.",14.35,$477.23M,2012,n/a,n/a,}
{,PGTI,"PGT Innovations, Inc.",15.59,$909.63M,2006,Capital Goods,Building Products,}
{,PM,Philip Morris International Inc,84.54,$131.53B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,}
{,PSX,Phillips 66,86.65,$39.3B,n/a,Energy,Integrated oil Companies,}
{,PSXP,Phillips 66 Partners LP,49.83,$6.22B,2013,Energy,Natural Gas Distribution,}
{,FENG,Phoenix New Media Limited,4.01,$583.61M,2011,Consumer Services,Broadcasting,}
{,DOC,Physicians Realty Trust,18.05,$3.34B,2013,Consumer Services,Real Estate Investment Trusts,}
{,PDM,"Piedmont Office Realty Trust, Inc.",20.75,$2.61B,n/a,Consumer Services,Building operators,}
{,PIR,"Pier 1 Imports, Inc.",0.9015,$76.64M,n/a,Consumer Services,Home Furnishings,}
{,PCQ,PIMCO California Municipal Income Fund,18.4,$345.63M,2001,n/a,n/a,}
{,PCK,Pimco California Municipal Income Fund II,9.33,$298.53M,2002,n/a,n/a,}
{,PZC,PIMCO California Municipal Income Fund III,10.67,$237.87M,2002,n/a,n/a,}
{,PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",11.33,$131.33M,1993,n/a,n/a,}
{,PTY,Pimco Corporate & Income Opportunity Fund,17.85,$1.55B,2002,n/a,n/a,}
{,PCN,Pimco Corporate & Income Stategy Fund,17.18,$678.9M,2001,n/a,n/a,}
{,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,23.56,$3.24B,2013,n/a,n/a,}
{,PDI,PIMCO Dynamic Income Fund,31.57,$1.78B,2012,n/a,n/a,}
{,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,20.47,$818.8M,2019,n/a,n/a,}
{,PGP,Pimco Global Stocksplus & Income Fund,12.23,$132.37M,2005,n/a,n/a,}
{,PHK,Pimco High Income Fund,7.88,$1.03B,2003,n/a,n/a,}
{,PKO,Pimco Income Opportunity Fund,26.65,$424.05M,n/a,n/a,n/a,}
{,PFL,PIMCO Income Strategy Fund,11.63,$302.4M,2003,n/a,n/a,}
{,PFN,PIMCO Income Strategy Fund II,10.41,$629.23M,2004,n/a,n/a,}
{,PMF,PIMCO Municipal Income Fund,14.37,$370.04M,2001,n/a,n/a,}
{,PML,Pimco Municipal Income Fund II,14.7,$915.55M,2002,n/a,n/a,}
{,PMX,PIMCO Municipal Income Fund III,12.36,$407.18M,2002,n/a,n/a,}
{,PNF,PIMCO New York Municipal Income Fund,13.21,$102.91M,2001,n/a,n/a,}
{,PNI,Pimco New York Municipal Income Fund II,11.25,$125.53M,2002,n/a,n/a,}
{,PYN,PIMCO New York Municipal Income Fund III,9.55,$54.55M,2002,n/a,n/a,}
{,RCS,"PIMCO Strategic Income Fund, Inc.",9.72,$420.11M,1994,n/a,n/a,}
{,PNW,Pinnacle West Capital Corporation,94.72,$10.63B,n/a,Public Utilities,Electric Utilities: Central,}
{,PINS,"Pinterest, Inc.",29.05,$15.38B,2019,Technology,"Computer Software: Programming, Data Processing",}
{,PES,Pioneer Energy Services Corp.,1.25,$98.08M,n/a,Energy,Oil & Gas Production,}
{,PHD,Pioneer Floating Rate Trust,10.68,$264.2M,2004,n/a,n/a,}
{,PHT,Pioneer High Income Trust,9.28,$271.27M,n/a,n/a,n/a,}
{,MAV,Pioneer Municipal High Income Advantage Trust,10.8,$258.11M,n/a,n/a,n/a,}
{,MHI,Pioneer Municipal High Income Trust,12.13,$276.22M,2003,n/a,n/a,}
{,PXD,Pioneer Natural Resources Company,151.65,$25.55B,n/a,Energy,Oil & Gas Production,}
{,PJC,Piper Jaffray Companies,80.24,$1.14B,n/a,Finance,Investment Bankers/Brokers/Service,}
{,PBI,Pitney Bowes Inc.,5.23,$945.2M,n/a,Miscellaneous,Office Equipment/Supplies/Services,}
{,PBI^B,Pitney Bowes Inc.,23.12,n/a,n/a,n/a,n/a,}
{,PVT,Pivotal Acquisition Corp.,9.8,$281.75M,2019,Finance,Business Services,}
{,PVT.U,Pivotal Acquisition Corp.,n/a,n/a,2019,n/a,n/a,}
{,PVT.WS,Pivotal Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,}
{,PVTL,"Pivotal Software, Inc.",21.25,$5.77B,2018,Technology,Computer Software: Prepackaged Software,}
{,PJT,PJT Partners Inc.,43.08,$1.02B,2015,Finance,Investment Managers,}
{,PAA,"Plains All American Pipeline, L.P.",24.1,$17.52B,1998,Energy,Natural Gas Distribution,}
{,PAGP,"Plains Group Holdings, L.P.",24.39,$3.89B,2013,Energy,Natural Gas Distribution,}
{,PLNT,"Planet Fitness, Inc.",78.6,$7.31B,2015,Consumer Services,Hotels/Resorts,}
{,PLT,"Plantronics, Inc.",43.87,$1.73B,1994,Public Utilities,Telecommunications Equipment,}
{,AGS,"PlayAGS, Inc.",21.47,$760.27M,2018,Consumer Durables,Miscellaneous manufacturing industries,}
{,PHI,PLDT Inc.,24.33,$5.26B,n/a,Public Utilities,Telecommunications Equipment,}
{,PNC,"PNC Financial Services Group, Inc. (The)",132.44,$59.79B,n/a,Finance,Major Banks,}
{,PNC^P,"PNC Financial Services Group, Inc. (The)",26.73,n/a,n/a,n/a,n/a,}
{,PNC^Q,"PNC Financial Services Group, Inc. (The)",25.33,n/a,n/a,n/a,n/a,}
{,PNM,"PNM Resources, Inc. (Holding Co.)",48.01,$3.82B,n/a,Public Utilities,Electric Utilities: Central,}
{,PII,Polaris Industries Inc.,88.76,$5.42B,n/a,Capital Goods,Industrial Specialties,}
{,POL,PolyOne Corporation,26.79,$2.08B,n/a,Basic Industries,Major Chemicals,}
{,POR,Portland General Electric Company,53.06,$4.74B,n/a,Public Utilities,Electric Utilities: Central,}
{,PKX,POSCO,51.34,$16.45B,1994,Basic Industries,Steel/Iron Ore,}
{,POST,"Post Holdings, Inc.",108.22,$7.93B,2012,Consumer Non-Durables,Packaged Foods,}
{,PPDF,PPDAI Group Inc.,5.49,$1.63B,2017,Finance,Finance: Consumer Services,}
{,PPG,"PPG Industries, Inc.",112.24,$26.5B,n/a,Basic Industries,Paints/Coatings,}
{,PPX,"PPL Capital Funding, Inc.",25.28,n/a,n/a,Public Utilities,Electric Utilities: Central,}
{,PPL,PPL Corporation,31.04,$22.4B,n/a,Public Utilities,Electric Utilities: Central,}
{,PYS,PPlus Trust,16.8788,n/a,n/a,Finance,Finance: Consumer Services,}
{,PYT,PPlus Trust,20.43,n/a,n/a,Finance,Finance: Consumer Services,}
{,PQG,PQ Group Holdings Inc.,15.89,$2.16B,2017,Basic Industries,Major Chemicals,}
{,PDS,Precision Drilling Corporation,2.23,$654.99M,n/a,Energy,Oil & Gas Production,}
{,APTS,"Preferred Apartment Communities, Inc.",16.17,$701.06M,2011,Consumer Services,Real Estate Investment Trusts,}
{,PBH,Prestige Consumer Healthcare Inc.,31.12,$1.61B,2005,Health Care,Major Pharmaceuticals,}
{,PVG,"Pretium Resources, Inc.",7.63,$1.41B,n/a,Basic Industries,Precious Metals,}
{,PRI,"Primerica, Inc.",127.4,$5.39B,2010,Finance,Life Insurance,}
{,PGZ,Principal Real Estate Income Fund,18.68,$128.89M,2013,n/a,n/a,}
{,PRIF^A,"Priority Income Fund, Inc.",24.9999,n/a,n/a,n/a,n/a,}
{,PRIF^B,"Priority Income Fund, Inc.",25.05,n/a,n/a,n/a,n/a,}
{,PRIF^C,"Priority Income Fund, Inc.",25.085,n/a,n/a,n/a,n/a,}
{,PRA,ProAssurance Corporation,39.92,$2.15B,n/a,Finance,Property-Casualty Insurers,}
{,PG,Procter & Gamble Company (The),106.01,$265.91B,n/a,Basic Industries,Package Goods/Cosmetics,}
{,PGR,Progressive Corporation (The),73.43,$42.88B,n/a,Finance,Property-Casualty Insurers,}
{,PLD,"Prologis, Inc.",75.56,$47.66B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PUMP,ProPetro Holding Corp.,21.55,$2.16B,2017,Energy,Oilfield Services/Equipment,}
{,PRO,"PROS Holdings, Inc.",52.47,$1.99B,2007,Technology,EDP Services,}
{,PBB,Prospect Capital Corporation,25.56,n/a,2015,n/a,n/a,}
{,PBC,Prospect Capital Corporation,25.39,n/a,2018,n/a,n/a,}
{,PBY,Prospect Capital Corporation,25,$1.26B,2018,n/a,n/a,}
{,PB,"Prosperity Bancshares, Inc.",71.95,$5.03B,n/a,Finance,Major Banks,}
{,PRLB,"Proto Labs, Inc.",108.24,$2.91B,2012,Capital Goods,Metal Fabrications,}
{,PFS,"Provident Financial Services, Inc",26.05,$1.73B,2003,Finance,Savings Institutions,}
{,PJH,"Prudential Financial, Inc.",25.42,n/a,n/a,Finance,Life Insurance,}
{,PRH,"Prudential Financial, Inc.",25.41,n/a,n/a,Finance,Life Insurance,}
{,PRS,"Prudential Financial, Inc.",26.075,$568.08M,2018,Finance,Life Insurance,}
{,PRU,"Prudential Financial, Inc.",101.27,$41.12B,2001,Finance,Life Insurance,}
{,PUK,Prudential Public Limited Company,42.71,$55.52B,n/a,Finance,Life Insurance,}
{,PUK^,Prudential Public Limited Company,26.3507,n/a,n/a,n/a,n/a,}
{,PUK^A,Prudential Public Limited Company,26.54,n/a,n/a,n/a,n/a,}
{,PSB,"PS Business Parks, Inc.",155.96,$4.28B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSB^U,"PS Business Parks, Inc.",25.29,n/a,n/a,n/a,n/a,}
{,PSB^V,"PS Business Parks, Inc.",25.19,n/a,n/a,n/a,n/a,}
{,PSB^W,"PS Business Parks, Inc.",24.21,n/a,n/a,n/a,n/a,}
{,PSB^X,"PS Business Parks, Inc.",24.94,n/a,n/a,n/a,n/a,}
{,PSB^Y,"PS Business Parks, Inc.",24.14,n/a,n/a,n/a,n/a,}
{,TLK,"PT Telekomunikasi Indonesia, Tbk",26.52,$26.27B,n/a,Public Utilities,Telecommunications Equipment,}
{,PEG,Public Service Enterprise Group Incorporated,59.31,$29.98B,n/a,Public Utilities,Power Generation,}
{,PSA,Public Storage,225.51,$39.36B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^A,Public Storage,25.61,n/a,n/a,n/a,n/a,}
{,PSA^B,Public Storage,25.21,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^C,Public Storage,24.74,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^D,Public Storage,24.32,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^E,Public Storage,23.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^F,Public Storage,25.02,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^G,Public Storage,24.67,n/a,n/a,n/a,n/a,}
{,PSA^H,Public Storage,25.97,n/a,n/a,n/a,n/a,}
{,PSA^U,Public Storage,25.31,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^V,Public Storage,24.93,n/a,n/a,Consumer Services,Real Estate Investment Trusts,}
{,PSA^W,Public Storage,24.87,n/a,n/a,n/a,n/a,}
{,PSA^X,Public Storage,24.96,n/a,n/a,n/a,n/a,}
{,PSA^Z,Public Storage,25.32,n/a,n/a,n/a,n/a,}
{,PHM,"PulteGroup, Inc.",31.54,$8.74B,n/a,Capital Goods,Homebuilding,}
{,PSTG,"Pure Storage, Inc. ",22.1,$6.14B,2015,Technology,Electronic Components,}
{,PMM,Putnam Managed Municipal Income Trust,7.52,$379.07M,1989,n/a,n/a,}
{,PIM,Putnam Master Intermediate Income Trust,4.52,$234.7M,1988,n/a,n/a,}
{,PMO,Putnam Municipal Opportunities Trust,12.32,$425.21M,1993,n/a,n/a,}
{,PPT,Putnam Premier Income Trust,5.11,$527.47M,1988,n/a,n/a,}
{,NEW,Puxin Limited,6.65,$548.75M,2018,Consumer Services,Other Consumer Services,}
{,PVH,PVH Corp.,119.39,$8.96B,n/a,Consumer Non-Durables,Apparel,}
{,PYX,"Pyxus International, Inc.",17.64,$160.19M,n/a,Consumer Services,Farming/Seeds/Milling,}
{,PZN,Pzena Investment Management Inc,10.37,$726.67M,2007,Finance,Investment Managers,}
{,QTWO,"Q2 Holdings, Inc.",72.48,$3.2B,2014,Technology,Computer Software: Prepackaged Software,}
{,QEP,"QEP Resources, Inc.",7.54,$1.79B,n/a,Energy,Oil & Gas Production,}
{,QGEN,Qiagen N.V.,36.72,$8.33B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),}
{,QTS,"QTS Realty Trust, Inc.",44.6,$2.47B,2013,Consumer Services,Real Estate Investment Trusts,}
{,QTS^A,"QTS Realty Trust, Inc.",26.087,n/a,n/a,n/a,n/a,}
{,QTS^B,"QTS Realty Trust, Inc.",108.07,n/a,n/a,n/a,n/a,}
{,QUAD,"Quad Graphics, Inc",10.9,$413.98M,n/a,Miscellaneous,Publishing,}
{,KWR,Quaker Chemical Corporation,207.12,$2.76B,n/a,Basic Industries,Major Chemicals,}
{,NX,Quanex Building Products Corporation,16.92,$563.31M,n/a,Capital Goods,Metal Fabrications,}
{,PWR,"Quanta Services, Inc.",37.45,$5.32B,n/a,Capital Goods,Engineering & Construction,}
{,QD,Qudian Inc.,7.41,$2.2B,2017,Finance,Finance: Consumer Services,}
{,DGX,Quest Diagnostics Incorporated,99.17,$13.33B,n/a,Health Care,Medical Specialities,}
{,QES,Quintana Energy Services Inc.,4.33,$146.74M,2018,Energy,Oilfield Services/Equipment,}
{,QHC,Quorum Health Corporation,2.17,$67.91M,2016,Health Care,Hospital/Nursing Management,}
{,QUOT,Quotient Technology Inc.,10.35,$968.34M,2014,Consumer Services,Advertising,}
{,QVCD,"QVC, Inc.",24.36,n/a,2018,Consumer Services,Catalog/Specialty Distribution,}
{,CTAA,Qwest Corporation,25.24,n/a,2016,Public Utilities,Telecommunications Equipment,}
{,CTBB,Qwest Corporation,22.8,n/a,2016,Public Utilities,Telecommunications Equipment,}
{,CTDD,Qwest Corporation,23.82,n/a,2017,Public Utilities,Telecommunications Equipment,}
{,CTV,Qwest Corporation,25.4,n/a,2014,Public Utilities,Telecommunications Equipment,}
{,CTY,Qwest Corporation,22.67,n/a,2013,Public Utilities,Telecommunications Equipment,}
{,CTZ,Qwest Corporation,24.3,n/a,n/a,Public Utilities,Telecommunications Equipment,}
{,RRD,R.R. Donnelley & Sons Company,3.35,$237.18M,n/a,Miscellaneous,Publishing,}
{,RMED,"Ra Medical Systems, Inc.",4.05,$51.99M,2018,Health Care,Medical/Dental Instruments,}
{,RDN,Radian Group Inc.,22.89,$4.76B,n/a,Finance,Property-Casualty Insurers,}
{,RL,Ralph Lauren Corporation,124.27,$9.77B,1997,Consumer Non-Durables,Apparel,}
{,RRC,Range Resources Corporation,9.59,$2.41B,n/a,Energy,Oil & Gas Production,}
{,RNGR,"Ranger Energy Services, Inc.",7.42,$114.37M,2017,Energy,Oilfield Services/Equipment,}
{,RJF,"Raymond James Financial, Inc.",87.51,$12.32B,n/a,Finance,Investment Bankers/Brokers/Service,}
{,RYAM,Rayonier Advanced Materials Inc.,9.17,$456.66M,2014,Basic Industries,Major Chemicals,}
{,RYAM^A,Rayonier Advanced Materials Inc.,71.596,n/a,n/a,n/a,n/a,}
{,RYN,Rayonier Inc.,31.69,$4.11B,n/a,Consumer Services,Real Estate Investment Trusts,}
{,RTN,Raytheon Company,180.24,$50.44B,n/a,Capital Goods,Industrial Machinery/Components,}
{,RMAX,"RE/MAX Holdings, Inc.",37.32,$664.59M,2013,Finance,Real Estate,}
{,RC,Ready Capital Corporation,14.8,$659.96M,2013,Consumer Services,Real Estate Investment Trusts,}
{,RCA,Ready Capital Corporation,26.71,n/a,2017,Consumer Services,Real Estate Investment Trusts,}
{,RCP,Ready Capital Corporation,25.6663,n/a,2018,Consumer Services,Real Estate Investment Trusts,}
{,RLGY,Realogy Holdings Corp.,8.26,$943.4M,2012,Finance,Real Estate,}
